Title,Year,Genre_1,Genre_2,Genre_3,Director,Writer_1,Writer_2,Writer_3,Actors_1,Actors_2,Actors_3,Actors_4,Metascore,imdbVotes,Language,Country,imdbRating
Deadpool,2016,6.164596895343019,6.3626827717736845,6.321287231826699,8.3,6.42,7.266666666666667,8.3,6.633333333333334,8.3,8.3,8.3,65.0,326.0,English,USA,A
The Jungle Book,2016,6.3626827717736845,6.805938349954643,6.2881696428571345,7.066666666666666,5.9,7.65,?,8.1,6.9363636363636365,7.056521739130435,6.529999999999999,78.0,15.0,English,USA,A
The Shawshank Redemption,1994,6.59053643724697,6.805938349954643,?,7.9750000000000005,6.057142857142857,7.8500000000000005,?,6.704166666666667,6.881081081081081,6.066666666666666,6.118181818181819,80.0,1.0,English,USA,S
The Godfather,1972,6.59053643724697,6.805938349954643,?,6.735000000000001,8.049999999999999,6.887499999999999,8.049999999999999,7.05925925925926,7.038461538461538,6.578260869565219,8.0,100.0,1.0,English,USA,S
The Godfather: Part II,1974,6.59053643724697,6.805938349954643,?,6.735000000000001,6.887499999999999,8.049999999999999,8.049999999999999,7.038461538461538,6.75,6.629166666666666,6.781818181818183,80.0,771.0,English,USA,S
The Dark Knight,2008,6.164596895343019,6.59053643724697,6.805938349954643,8.475,8.620000000000001,8.409090909090908,8.409090909090908,7.295833333333333,7.460000000000001,6.533333333333334,6.694230769230771,82.0,1.0,English,USA,S
Schindlers List,1993,7.090517241379306,6.805938349954643,7.13501199040767,7.4875,8.9,7.381818181818181,?,6.686956521739132,7.056521739130435,7.13,7.166666666666667,93.0,844.0,English,USA,S
12 Angry Men,1957,6.59053643724697,6.805938349954643,?,6.939999999999999,7.640000000000001,7.640000000000001,?,6.792857142857143,7.122222222222222,7.1238095238095225,8.1,?,431.0,English,USA,S
Pulp Fiction,1994,6.59053643724697,6.805938349954643,?,7.824999999999999,7.8999999999999995,7.65,7.8999999999999995,6.711111111111111,7.275,8.9,6.079411764705883,94.0,1.0,English,USA,S
The Lord of the Rings: The Return of the King,2003,6.3626827717736845,6.805938349954643,6.270794392523365,7.658333333333334,7.500000000000001,7.745454545454546,8.057142857142859,8.850000000000001,8.9,7.330000000000001,8.9,94.0,1.0,Quenya,USA,S
Fight Club,1999,6.805938349954643,?,?,7.942857142857143,7.7,7.5,?,7.1000000000000005,6.93448275862069,7.1,7.15,66.0,1.0,English,USA,S
The Lord of the Rings: The Fellowship of the Ring,2001,6.3626827717736845,6.805938349954643,6.270794392523365,7.658333333333334,7.500000000000001,7.745454545454546,8.057142857142859,8.8,8.850000000000001,7.330000000000001,8.75,92.0,1.0,English,New Zealand,S
Star Wars: Episode V - The Empire Strikes Back,1980,6.164596895343019,6.3626827717736845,6.270794392523365,6.542857142857144,7.785714285714286,7.164285714285714,7.185714285714288,7.050000000000001,6.781818181818181,6.859999999999999,6.887500000000001,79.0,810.0,English,USA,S
Forrest Gump,1994,6.805938349954643,6.596904663640125,?,7.346153846153846,8.8,6.827272727272728,?,6.945454545454546,8.8,6.290909090909091,8.8,82.0,1.0,English,USA,S
Inception,2010,6.164596895343019,6.511945812807886,5.828839390386872,8.475,8.409090909090908,?,?,7.363636363636363,6.818181818181818,6.866666666666667,7.33,74.0,1.0,English,USA,S
The Lord of the Rings: The Two Towers,2002,6.164596895343019,6.3626827717736845,6.805938349954643,7.658333333333334,7.500000000000001,7.745454545454546,8.057142857142859,8.7,7.330000000000001,7.5,8.75,88.0,1.0,English,USA,S
One Flew Over the Cuckoos Nest,1975,6.805938349954643,?,?,7.5699999999999985,8.7,7.375,8.7,8.7,8.7,8.7,8.7,79.0,665.0,English,USA,S
Goodfellas,1990,7.090517241379306,6.59053643724697,6.805938349954643,7.507692307692306,8.0,8.0,7.512499999999999,6.781818181818183,6.435294117647059,6.823529411764706,6.42857142857143,89.0,711.0,English,USA,S
The Matrix,1999,6.164596895343019,5.828839390386872,?,7.220000000000001,7.199999999999999,7.381818181818181,?,6.617391304347826,6.508333333333333,6.607692307692308,7.466666666666667,73.0,1.0,English,USA,S
Star Wars: Episode IV - A New Hope,1977,6.164596895343019,6.3626827717736845,6.270794392523365,7.171428571428572,7.185714285714288,?,?,7.050000000000001,6.781818181818181,6.859999999999999,6.365517241379309,92.0,886.0,English,USA,S
Se7en,1995,6.59053643724697,6.805938349954643,6.511945812807886,7.942857142857143,6.639999999999999,?,?,6.881081081081081,8.6,8.6,6.93448275862069,65.0,991.0,English,USA,S
The Silence of the Lambs,1991,6.59053643724697,6.805938349954643,6.295724782899136,6.792857142857143,7.033333333333334,6.633333333333334,?,6.6428571428571415,8.6,7.55,8.6,84.0,857.0,English,USA,S
Its a Wonderful Life,1946,6.805938349954643,6.2881696428571345,6.270794392523365,7.395238095238096,7.3307692307692305,7.354545454545455,7.4,7.256521739130435,7.322222222222221,7.138095238095237,7.159999999999999,?,268.0,English,USA,S
The Usual Suspects,1995,6.59053643724697,6.805938349954643,6.511945812807886,6.9375,6.888888888888889,?,?,5.1,6.161538461538461,6.9363636363636365,6.1899999999999995,77.0,718.0,English,USA,S
Léon: The Professional,1994,6.59053643724697,6.805938349954643,6.295724782899136,7.128571428571428,6.575000000000001,?,?,6.5307692307692315,6.778260869565218,6.9799999999999995,6.570000000000002,64.0,707.0,English,France,S
Saving Private Ryan,1998,6.164596895343019,6.805938349954643,7.116258351893096,7.4875,7.066666666666666,?,?,6.945454545454546,6.4,6.383333333333333,6.25,90.0,857.0,Czech,USA,S
American History X,1998,6.59053643724697,6.805938349954643,?,8.6,7.733333333333333,?,?,7.1000000000000005,6.966666666666666,6.307692307692308,8.05,62.0,766.0,English,USA,S
Interstellar,2014,6.3626827717736845,6.805938349954643,5.828839390386872,8.475,8.620000000000001,8.409090909090908,?,7.338461538461539,6.458333333333332,8.6,6.726666666666666,74.0,884.0,English,USA,S
Casablanca,1942,6.805938349954643,6.596904663640125,7.116258351893096,7.0736842105263165,7.371428571428573,7.333333333333332,7.7285714285714295,7.337209302325581,7.042857142857142,7.279999999999999,7.294999999999999,?,377.0,English,USA,S
City Lights,1931,6.321287231826699,6.805938349954643,6.596904663640125,7.168292682926832,7.675,?,?,8.6,8.6,8.6,8.399999999999999,?,104.0,English,USA,S
Psycho,1960,5.6362158167036265,6.511945812807886,6.295724782899136,7.125000000000001,7.6,6.142857142857143,?,6.740000000000001,7.140000000000001,7.733333333333333,6.8999999999999995,?,408.0,English,USA,S
Raiders of the Lost Ark,1981,6.164596895343019,6.3626827717736845,?,7.4875,7.164285714285714,7.185714285714288,7.4,6.781818181818181,6.745454545454546,5.333333333333333,8.5,90.0,639.0,English,USA,S
Rear Window,1954,6.511945812807886,6.295724782899136,?,7.125000000000001,6.806666666666666,6.993333333333334,?,7.256521739130435,7.177777777777779,6.2153846153846155,7.633333333333333,?,309.0,English,USA,S
Modern Times,1936,6.321287231826699,6.805938349954643,?,7.168292682926832,7.675,?,?,6.902272727272728,7.214285714285714,7.8,7.75,96.0,138.0,English,USA,S
The Green Mile,1999,6.59053643724697,6.805938349954643,6.270794392523365,7.9750000000000005,6.057142857142857,7.8500000000000005,?,6.945454545454546,6.86153846153846,6.2,5.95,61.0,758.0,French,USA,S
Terminator 2: Judgment Day,1991,6.164596895343019,5.828839390386872,?,7.622222222222222,7.544444444444445,6.75,?,6.144000000000001,6.08,6.966666666666666,5.957142857142857,75.0,728.0,English,USA,S
The Pianist,2002,7.090517241379306,6.805938349954643,7.116258351893096,7.28125,7.133333333333334,8.5,?,6.6,8.5,8.5,8.5,85.0,482.0,English,France,S
The Departed,2006,6.59053643724697,6.805938349954643,6.295724782899136,7.507692307692306,7.25,8.3,7.225,7.363636363636363,7.1739130434782625,6.587878787878786,6.688888888888891,86.0,845.0,English,USA,S
Back to the Future,1985,6.3626827717736845,6.321287231826699,5.828839390386872,7.346153846153846,7.0600000000000005,7.062500000000001,?,6.394736842105265,6.2043478260869565,6.4375,6.32,86.0,707.0,English,USA,S
Whiplash,2014,6.805938349954643,6.73577586206896,?,8.5,5.5,?,?,7.8,6.733333333333333,6.75,8.5,88.0,377.0,English,USA,S
Gladiator,2000,6.164596895343019,6.805938349954643,?,7.199999999999999,7.016666666666666,7.016666666666666,6.971428571428573,6.966666666666669,6.87058823529412,6.614285714285714,7.00625,64.0,959.0,English,USA,S
Memento,2000,6.511945812807886,6.295724782899136,?,8.475,8.409090909090908,8.620000000000001,?,6.95625,6.607692307692308,6.262499999999999,7.433333333333334,80.0,824.0,English,USA,S
Apocalypse Now,1979,6.805938349954643,7.116258351893096,?,6.735000000000001,7.066666666666666,6.887499999999999,8.4,7.05925925925926,7.0,6.75,7.1,90.0,439.0,English,USA,S
The Prestige,2006,6.805938349954643,6.511945812807886,5.828839390386872,8.475,8.620000000000001,8.409090909090908,8.5,6.960000000000002,7.295833333333333,6.694230769230771,6.028571428571428,66.0,815.0,English,USA,S
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,6.321287231826699,?,?,7.46875,8.059999999999999,6.775,5.95,6.777777777777778,7.116666666666667,7.391666666666667,6.933333333333334,96.0,333.0,English,USA,S
The Lion King,1994,6.792329149232918,6.3626827717736845,6.805938349954643,7.35,8.5,7.3999999999999995,7.8,6.516666666666667,5.885714285714285,6.507142857142855,6.483333333333333,83.0,621.0,English,USA,S
Sunset Blvd.,1950,6.805938349954643,7.172522522522525,?,7.628571428571426,7.576923076923076,7.634615384615382,8.5,7.104,8.02,7.833333333333333,6.8,?,135.0,English,USA,S
Alien,1979,5.6362158167036265,5.828839390386872,?,7.199999999999999,6.675000000000001,6.357142857142856,6.675000000000001,6.141666666666667,6.804545454545453,7.050000000000001,6.838461538461539,83.0,545.0,English,USA,S
The Great Dictator,1940,6.321287231826699,6.805938349954643,7.116258351893096,7.168292682926832,7.675,?,?,6.902272727272728,7.633333333333333,7.279999999999999,7.225,?,133.0,English,USA,S
Django Unchained,2012,6.805938349954643,6.757500000000003,?,7.824999999999999,7.8999999999999995,?,?,6.66,7.900000000000001,7.363636363636363,6.644444444444444,81.0,928.0,English,USA,S
The Shining,1980,6.805938349954643,5.6362158167036265,?,7.46875,6.057142857142857,8.059999999999999,6.65,6.587878787878786,6.355555555555555,8.4,6.428571428571428,61.0,590.0,English,USA,A
Paths of Glory,1957,6.805938349954643,7.116258351893096,?,7.46875,8.059999999999999,7.6000000000000005,7.58,7.094117647058822,6.7125,7.005263157894737,7.4799999999999995,?,116.0,English,USA,S
WALL·E,2008,6.792329149232918,6.3626827717736845,6.2881696428571345,7.7,7.925000000000002,8.100000000000001,7.925000000000002,8.4,8.4,6.7,5.925000000000001,94.0,698.0,English,USA,A
The Dark Knight Rises,2012,6.164596895343019,6.295724782899136,?,8.475,8.620000000000001,8.409090909090908,8.409090909090908,7.295833333333333,6.778260869565218,7.33,6.818181818181818,78.0,1.0,English,USA,S
American Beauty,1999,6.805938349954643,?,?,7.62,8.4,?,?,6.861538461538462,6.725,7.175,6.279999999999999,86.0,804.0,English,USA,A
Aliens,1986,6.164596895343019,5.6362158167036265,5.828839390386872,7.622222222222222,7.544444444444445,6.466666666666668,6.691666666666667,6.804545454545453,8.4,6.29,6.75,87.0,478.0,English,UK,A
Citizen Kane,1941,6.805938349954643,6.511945812807886,?,7.71111111111111,7.20909090909091,7.433333333333333,?,6.845833333333334,8.4,6.833333333333332,7.466666666666666,?,292.0,English,USA,A
North by Northwest,1959,6.3626827717736845,6.59053643724697,6.511945812807886,7.125000000000001,7.645454545454545,?,?,7.2524999999999995,6.828571428571429,6.996969696969698,7.95,?,214.0,English,USA,A
Once Upon a Time in America,1984,6.59053643724697,6.805938349954643,?,8.016666666666667,8.4,6.7,6.7,6.781818181818183,6.690909090909091,6.539999999999999,6.823529411764706,?,214.0,English,Italy,A
Vertigo,1958,6.511945812807886,6.596904663640125,6.295724782899136,7.125000000000001,8.4,7.26,6.3999999999999995,7.256521739130435,6.985714285714287,7.616666666666666,8.4,?,240.0,English,USA,A
Star Wars: Episode VI - Return of the Jedi,1983,6.164596895343019,6.3626827717736845,6.270794392523365,6.925,7.164285714285714,7.185714285714288,7.185714285714288,7.050000000000001,6.781818181818181,6.859999999999999,6.887500000000001,52.0,656.0,English,USA,A
Witness for the Prosecution,1957,6.59053643724697,6.805938349954643,6.511945812807886,7.628571428571426,7.1,7.634615384615382,7.239999999999999,7.113333333333332,7.425,7.244999999999999,6.75,?,60.0,English,USA,A
Reservoir Dogs,1992,6.59053643724697,6.805938349954643,6.295724782899136,7.824999999999999,7.8999999999999995,7.65,7.8999999999999995,6.735294117647058,6.711111111111111,6.333333333333332,7.3500000000000005,78.0,649.0,English,USA,A
Braveheart,1995,7.090517241379306,6.805938349954643,7.13501199040767,7.5,6.74,?,?,8.4,8.4,8.4,6.45,68.0,718.0,English,USA,A
Requiem for a Dream,2000,6.805938349954643,?,?,7.8,7.6000000000000005,7.6000000000000005,7.366666666666667,7.338461538461539,6.766666666666667,6.852941176470589,6.3500000000000005,68.0,556.0,English,USA,A
A Clockwork Orange,1971,6.59053643724697,6.805938349954643,5.828839390386872,7.46875,8.059999999999999,6.7,?,6.188888888888889,7.25,6.800000000000001,7.066666666666667,78.0,544.0,English,UK,A
Taxi Driver,1976,6.59053643724697,6.805938349954643,?,7.507692307692306,6.626666666666667,?,?,8.100000000000001,7.7,7.025,8.3,93.0,494.0,English,USA,A
Double Indemnity,1944,6.59053643724697,6.805938349954643,7.172522522522525,7.628571428571426,7.634615384615382,7.371428571428572,7.539999999999999,7.292307692307693,7.195833333333333,7.118181818181819,7.933333333333334,?,94.0,English,USA,A
Toy Story 3,2010,6.792329149232918,6.3626827717736845,6.321287231826699,8.3,7.2700000000000005,7.925000000000002,8.3,6.945454545454546,6.212500000000001,5.95,6.595652173913043,92.0,527.0,English,USA,A
To Kill a Mockingbird,1962,6.59053643724697,6.805938349954643,?,6.99090909090909,8.4,7.249999999999998,?,7.13888888888889,8.4,8.2,8.4,?,208.0,English,USA,A
Lawrence of Arabia,1962,6.3626827717736845,7.090517241379306,6.805938349954643,7.616666666666666,8.4,7.41111111111111,7.485714285714286,6.605882352941177,7.4,7.334999999999999,7.02,100.0,188.0,English,UK,A
Eternal Sunshine of the Spotless Mind,2004,6.805938349954643,6.596904663640125,5.828839390386872,6.859999999999999,7.459999999999999,7.333333333333333,8.3,6.3421052631578965,6.949999999999999,8.3,6.541666666666667,89.0,650.0,English,USA,A
Captain America: Civil War,2016,6.164596895343019,6.3626827717736845,5.828839390386872,7.466666666666666,7.022222222222222,7.0375,7.5,6.615384615384615,6.728124999999998,6.826315789473685,6.166666666666667,84.0,6.0,English,USA,A
Full Metal Jacket,1987,6.805938349954643,7.116258351893096,?,7.46875,8.3,8.059999999999999,8.4,6.400000000000001,6.6571428571428575,6.715384615384616,6.875,78.0,473.0,English,UK,A
Amadeus,1984,7.090517241379306,6.805938349954643,7.13501199040767,7.5699999999999985,7.75,7.75,?,6.883333333333334,7.183333333333334,7.1000000000000005,6.525,93.0,263.0,English,USA,A
The Sting,1973,6.321287231826699,6.59053643724697,6.805938349954643,7.154545454545455,6.333333333333333,?,?,6.78918918918919,6.887499999999998,7.07,6.486666666666666,?,170.0,English,USA,A
2001: A Space Odyssey,1968,6.511945812807886,5.828839390386872,?,7.46875,8.059999999999999,8.3,?,7.375,7.066666666666667,5.900000000000001,8.3,86.0,416.0,English,USA,A
Singin in the Rain,1952,6.321287231826699,6.58008948545861,6.596904663640125,6.942857142857143,7.5375000000000005,7.4750000000000005,?,6.869999999999999,7.3,6.8999999999999995,6.957142857142857,?,145.0,English,USA,A
Snatch.,2000,6.321287231826699,6.59053643724697,?,6.860000000000001,6.400000000000001,?,?,6.9363636363636365,6.142857142857143,6.383333333333333,6.93448275862069,55.0,588.0,English,UK,A
Toy Story,1995,6.792329149232918,6.3626827717736845,6.321287231826699,7.325,7.2700000000000005,8.100000000000001,7.925000000000002,6.945454545454546,6.212500000000001,7.133333333333334,5.133333333333335,92.0,605.0,English,USA,A
Monty Python and the Holy Grail,1975,6.3626827717736845,6.321287231826699,6.270794392523365,7.236363636363635,7.45,7.6125,7.066666666666667,7.45,6.984615384615385,7.144444444444444,7.88,90.0,371.0,English,UK,A
Inglourious Basterds,2009,6.3626827717736845,6.805938349954643,7.116258351893096,7.824999999999999,7.8999999999999995,?,?,6.93448275862069,7.340000000000001,7.900000000000001,7.4,69.0,857.0,English,USA,A
The Kid,1921,6.321287231826699,6.805938349954643,6.2881696428571345,7.168292682926832,7.675,?,?,7.75,7.175,5.8999999999999995,6.902272727272728,?,64.0,English,USA,A
L.A. Confidential,1997,6.59053643724697,6.805938349954643,6.511945812807886,6.477777777777777,6.6000000000000005,6.710000000000001,7.150000000000001,6.861538461538462,6.966666666666669,6.95625,7.0375,90.0,406.0,English,USA,A
The Apartment,1960,6.321287231826699,6.805938349954643,6.596904663640125,7.628571428571426,7.634615384615382,7.24,?,6.91818181818182,6.86923076923077,7.292307692307693,6.528571428571429,?,105.0,English,USA,A
Indiana Jones and the Last Crusade,1989,6.164596895343019,6.3626827717736845,6.270794392523365,7.4875,6.7250000000000005,7.185714285714288,7.250000000000001,6.781818181818181,6.6000000000000005,6.735714285714286,8.3,65.0,503.0,English,USA,A
Scarface,1983,6.59053643724697,6.805938349954643,?,6.55,7.092307692307691,?,?,7.038461538461538,6.8,6.515999999999999,6.7,65.0,525.0,English,USA,A
Metropolis,1927,6.805938349954643,5.828839390386872,?,7.379166666666667,7.844444444444444,7.844444444444444,?,7.1000000000000005,7.65,8.100000000000001,8.3,98.0,109.0,German,Germany,A
All About Eve,1950,6.805938349954643,?,?,7.499999999999999,7.136363636363637,?,?,7.333333333333335,7.081818181818181,6.83,7.383333333333334,?,81.0,French,USA,A
The Treasure of the Sierra Madre,1948,6.164596895343019,6.3626827717736845,6.805938349954643,7.256000000000003,7.6000000000000005,8.3,?,7.337209302325581,7.246153846153845,7.275,7.62,?,77.0,English,USA,A
Batman Begins,2005,6.164596895343019,6.3626827717736845,?,8.475,6.713333333333335,6.32,8.409090909090908,7.295833333333333,6.694230769230771,6.686956521739132,5.755555555555556,70.0,956.0,English,USA,A
Some Like It Hot,1959,6.321287231826699,6.59053643724697,6.596904663640125,7.628571428571426,7.634615384615382,7.24,7.5,6.992307692307692,6.605555555555556,6.91818181818182,6.945454545454544,?,170.0,English,USA,A
3 Idiots,2009,6.321287231826699,6.805938349954643,?,8.366666666666667,8.366666666666667,8.350000000000001,8.4,7.758333333333334,6.214285714285715,6.766666666666667,5.833333333333335,67.0,197.0,Hindi,India,A
Unforgiven,1992,6.757500000000003,?,?,7.048387096774195,7.083333333333335,?,?,7.011627906976745,6.8279069767441865,6.881081081081081,6.858823529411763,82.0,270.0,English,USA,A
Up,2009,6.792329149232918,6.3626827717736845,6.321287231826699,7.933333333333334,8.100000000000001,8.2,7.7,6.530000000000001,6.9125000000000005,8.3,8.15,88.0,644.0,English,USA,A
The Third Man,1949,7.172522522522525,6.511945812807886,6.295724782899136,7.272727272727272,7.06875,7.06875,?,6.845833333333334,7.75,7.223076923076923,7.208333333333333,?,111.0,English,UK,A
Good Will Hunting,1997,6.805938349954643,?,?,6.612500000000001,7.25,7.866666666666667,?,7.1739130434782625,6.3741935483870975,6.313043478260869,6.611111111111111,70.0,589.0,English,USA,A
Inside Out,2015,6.792329149232918,6.3626827717736845,6.321287231826699,7.933333333333334,8.100000000000001,8.3,8.100000000000001,6.1,8.3,7.65,7.08,94.0,303.0,English,USA,A
Raging Bull,1980,7.090517241379306,6.805938349954643,6.5056939501779345,7.507692307692306,8.3,8.3,8.3,6.781818181818183,6.1875,6.823529411764706,8.3,92.0,229.0,English,USA,A
Hitlers letzte Tage - Der Film Der Untergang,2004,7.163705103969749,?,?,8.4,8.4,?,?,8.4,8.4,8.4,?,?,37.0,German,Germany,A
Die Hard,1988,6.164596895343019,6.295724782899136,?,6.925,6.8999999999999995,6.6,5.7700000000000005,6.363636363636363,6.609999999999999,7.099999999999999,6.5,70.0,576.0,English,USA,A
Chinatown,1974,6.805938349954643,6.511945812807886,6.295724782899136,7.28125,6.424999999999998,?,?,6.587878787878786,6.65,6.045454545454546,6.266666666666667,86.0,209.0,English,USA,A
The Great Escape,1963,6.3626827717736845,6.805938349954643,7.13501199040767,6.861111111111112,7.800000000000001,7.033333333333334,7.058333333333333,7.113043478260869,6.916666666666667,7.130769230769232,7.300000000000001,?,161.0,English,USA,A
Heat,1995,6.164596895343019,6.59053643724697,6.805938349954643,7.17,7.1125,?,?,7.038461538461538,6.781818181818183,6.75909090909091,6.559090909090911,76.0,423.0,English,USA,A
Room,2005,6.805938349954643,6.511945812807886,?,4.8,4.8,?,?,4.8,4.8,4.8,4.8,64.0,381.0,English,USA,F
On the Waterfront,1954,6.59053643724697,6.805938349954643,6.596904663640125,7.593333333333334,8.120000000000001,8.120000000000001,8.3,7.05925925925926,7.031578947368421,7.1238095238095225,6.986666666666666,88.0,97.0,English,USA,A
Star Wars: Episode VII - The Force Awakens,2015,6.164596895343019,6.3626827717736845,6.270794392523365,7.62,7.164285714285714,6.6000000000000005,7.7,6.781818181818181,7.050000000000001,6.859999999999999,8.3,81.0,506.0,English,USA,A
Mr. Smith Goes to Washington,1939,6.321287231826699,6.805938349954643,?,7.395238095238096,7.2375,7.366666666666667,?,7.7,7.256521739130435,7.294999999999999,7.246153846153846,?,75.0,English,USA,A
Ikiru,1952,6.805938349954643,?,?,7.8826086956521735,7.719047619047619,8.169999999999998,7.854545454545455,7.9625,8.3,7.6000000000000005,7.933333333333333,?,40.0,Japanese,Japan,A
Ran,1985,6.164596895343019,6.805938349954643,?,7.8826086956521735,7.719047619047619,7.854545454545455,8.025,8.157142857142857,7.033333333333334,7.966666666666666,8.3,96.0,75.0,Japanese,Japan,A
The Bridge on the River Kwai,1957,6.3626827717736845,6.805938349954643,7.116258351893096,7.616666666666666,6.828571428571428,6.921428571428571,7.485714285714286,7.104,7.4,7.02,6.583333333333333,?,145.0,English,UK,A
The Gold Rush,1925,6.3626827717736845,6.321287231826699,6.805938349954643,7.168292682926832,7.675,?,?,6.902272727272728,7.05,8.3,7.8,?,65.0,English,USA,A
Blade Runner,1982,5.828839390386872,6.295724782899136,?,7.199999999999999,7.199999999999999,7.083333333333335,6.911111111111111,6.781818181818181,6.3,6.433333333333334,7.042857142857143,88.0,449.0,English,USA,A
Zootopia,2016,6.792329149232918,6.164596895343019,6.3626827717736845,7.6000000000000005,8.3,8.3,8.05,7.366666666666667,6.3100000000000005,6.529999999999999,6.3500000000000005,78.0,66.0,English,USA,A
The Message,1976,6.3626827717736845,7.090517241379306,6.805938349954643,8.7,7.333333333333333,8.7,8.7,7.334999999999999,7.466666666666665,6.8,8.7,?,24.0,English,Lebanon,S
Lock,1983,5.6362158167036265,6.295724782899136,?,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,?,7.0,French,France,F
The General,1926,6.164596895343019,6.3626827717736845,6.321287231826699,7.340000000000001,7.416666666666665,7.800000000000001,8.0,7.47391304347826,8.3,7.2,8.3,?,52.0,English,USA,A
Casino,1995,7.090517241379306,6.59053643724697,6.805938349954643,7.507692307692306,8.0,8.0,7.512499999999999,6.781818181818183,5.561111111111112,6.823529411764706,6.690909090909091,73.0,323.0,English,USA,A
The Elephant Man,1980,7.090517241379306,6.805938349954643,?,7.611111111111111,7.8,7.8,7.5625,6.851851851851851,6.4772727272727275,6.9363636363636365,6.86,?,158.0,English,USA,A
Warrior,2011,6.805938349954643,6.5056939501779345,?,7.466666666666666,7.199999999999999,8.2,8.2,7.040000000000001,7.33,6.311764705882352,5.8,71.0,324.0,English,USA,A
The Wolf of Wall Street,2013,7.090517241379306,6.321287231826699,6.59053643724697,7.507692307692306,6.6,8.2,?,7.363636363636363,6.7,8.2,6.458333333333332,75.0,748.0,French,USA,A
Judgment at Nuremberg,1961,6.805938349954643,7.116258351893096,?,7.41111111111111,7.575,7.575,?,7.270000000000001,7.130952380952382,6.8875,7.425,?,42.0,English,USA,A
V for Vendetta,2005,6.164596895343019,6.805938349954643,6.295724782899136,7.3,7.199999999999999,7.381818181818181,8.2,6.9799999999999995,7.466666666666667,6.28,6.316666666666666,62.0,773.0,English,USA,A
A Beautiful Mind,2001,7.090517241379306,6.805938349954643,?,6.816666666666666,6.544444444444444,8.2,?,6.966666666666669,6.9862068965517246,6.852941176470589,6.9125000000000005,72.0,593.0,English,USA,A
Gran Torino,2008,6.805938349954643,?,?,7.048387096774195,8.2,8.2,8.2,7.011627906976745,6.949999999999999,8.2,8.2,72.0,551.0,Hmong,USA,A
The Big Lebowski,1998,6.321287231826699,6.59053643724697,?,7.588888888888889,7.484615384615386,7.484615384615386,?,6.794117647058823,6.5321428571428575,6.730434782608696,6.819999999999999,69.0,523.0,English,USA,A
Incendies,2010,6.805938349954643,6.511945812807886,7.116258351893096,7.866666666666666,7.75,8.2,8.2,8.2,8.2,7.8,8.2,82.0,77.0,Arabic,Canada,A
The Deer Hunter,1978,6.805938349954643,7.116258351893096,?,7.225,7.225,7.066666666666666,6.633333333333333,6.781818181818183,8.033333333333333,6.666666666666667,6.455555555555556,73.0,226.0,English,UK,A
Rebecca,1940,6.805938349954643,7.172522522522525,6.511945812807886,7.125000000000001,7.483333333333333,7.207692307692308,7.359999999999999,7.169565217391304,6.824999999999999,6.83,7.133333333333333,?,85.0,French,USA,A
Fargo,1996,6.59053643724697,6.805938349954643,6.295724782899136,7.588888888888889,7.484615384615386,7.484615384615386,?,6.79375,6.819999999999999,6.875,8.2,85.0,439.0,English,USA,A
Trainspotting,1996,6.805938349954643,?,?,7.266666666666667,6.933333333333334,6.733333333333333,?,6.819230769230769,6.949999999999999,6.233333333333333,6.875,83.0,456.0,English,UK,A
Gone with the Wind,1939,6.805938349954643,7.13501199040767,6.596904663640125,6.9705882352941195,8.2,7.233333333333333,?,7.159999999999999,7.56,7.214285714285714,7.466666666666666,?,209.0,English,USA,A
Cool Hand Luke,1967,6.59053643724697,6.805938349954643,?,6.7,8.2,6.814285714285714,8.2,6.78918918918919,6.528571428571427,7.1,8.2,?,116.0,English,USA,A
Dial M for Murder,1954,6.59053643724697,7.172522522522525,6.295724782899136,7.125000000000001,7.699999999999999,7.699999999999999,?,6.770588235294118,7.177777777777779,6.845454545454545,7.85,?,103.0,English,USA,A
How to Train Your Dragon,2010,6.792329149232918,6.3626827717736845,6.2881696428571345,8.2,5.7625,8.2,7.75,7.1,6.373333333333333,7.575,6.85,74.0,468.0,English,USA,A
The Sixth Sense,1999,6.805938349954643,6.511945812807886,6.295724782899136,6.175000000000001,6.16,?,?,6.363636363636363,6.266666666666666,6.700000000000001,6.814285714285715,64.0,685.0,English,USA,A
Finding Nemo,2003,6.792329149232918,6.3626827717736845,6.321287231826699,7.7,7.925000000000002,7.925000000000002,8.2,6.590909090909091,5.9,7.1,6.68076923076923,90.0,669.0,English,USA,A
Into the Wild,2007,6.3626827717736845,7.090517241379306,6.805938349954643,7.15,7.266666666666667,8.2,?,6.872727272727272,6.450000000000002,6.909999999999999,6.866666666666667,73.0,415.0,English,USA,A
The Thing,1982,5.6362158167036265,5.828839390386872,?,6.814285714285715,6.3,7.75,?,6.681481481481483,6.5375,6.8,7.366666666666667,?,250.0,English,USA,A
No Country for Old Men,2007,6.59053643724697,6.805938349954643,6.295724782899136,7.375,7.484615384615386,7.484615384615386,6.625,6.451851851851853,7.137499999999999,6.545454545454547,6.599999999999999,91.0,594.0,English,USA,A
It Happened One Night,1934,6.321287231826699,6.596904663640125,?,7.395238095238096,7.260000000000002,8.2,?,6.900000000000003,7.260000000000001,7.533333333333332,8.033333333333333,?,63.0,English,USA,A
